name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
African Leather,Memo Paris,https://fimgs.net/mdimg/perfume/375x500.31383.jpg,for women and men,4.29,1184,"warm spicy , aromatic , fresh spicy , leather , woody , earthy , animalic , patchouli , oud ",moderate,[],"['Cardamom', 'Leather', 'Saffron', 'Cumin', 'Vetiver', 'Patchouli', 'Geranium', 'Agarwood (Oud)', 'Bergamot', 'Musk']",[],"{'very weak': 38, 'weak': 34, 'moderate': 91, 'long lasting': 233, 'eternal': 93}",,"{'female': 2, 'more female': 2, 'unisex': 64, 'more male': 46, 'male': 28}","{'way overpriced': 12, 'overpriced': 59, 'ok': 38, 'good value': 6, 'great value': 2}",,,,,,,,winter,"{'warm spicy': 100.0, 'aromatic': 79.8164, 'fresh spicy': 74.2105, 'leather': 67.3623, 'woody': 56.2437, 'earthy': 51.9733, 'animalic': 51.8607, 'patchouli': 47.0817, 'oud': 44.2865}"
Fatale Intense ,Agent Provocateur,https://fimgs.net/mdimg/perfume/375x500.30196.jpg,for women,3.97,1371,"soft spicy , vanilla , warm spicy , sweet , fruity , leather , amber , floral , animalic , fresh ",moderate,"['Licorice', 'Dewberry', 'Chili Pepper']","['Champaca', 'Red Rose', 'Lotus']","['Vanilla', 'Leather', 'Amber']","{'very weak': 40, 'weak': 69, 'moderate': 219, 'long lasting': 116, 'eternal': 60}",,"{'female': 71, 'more female': 30, 'unisex': 17, 'more male': 0, 'male': 1}","{'way overpriced': 4, 'overpriced': 0, 'ok': 11, 'good value': 45, 'great value': 54}",,,,,,,,winter,"{'soft spicy': 100.0, 'vanilla': 88.8308, 'warm spicy': 87.6492, 'sweet': 83.9054, 'fruity': 75.6219, 'leather': 73.0348, 'amber': 67.8109, 'floral': 63.5945, 'animalic': 59.0796, 'fresh': 55.6219}"
Ari,Ariana Grande,https://fimgs.net/mdimg/perfume/375x500.31661.jpg,for women,4.11,1496,"sweet , fruity , powdery , citrus ",moderate,"['Raspberry', 'Pear', 'Grapefruit']","['Vanilla orchid', 'Lily-of-the-Valley', 'Rose']","['Marshmallow', 'Musk', 'Woody Notes']","{'very weak': 100, 'weak': 86, 'moderate': 230, 'long lasting': 121, 'eternal': 47}",,"{'female': 112, 'more female': 8, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 11, 'ok': 35, 'good value': 63, 'great value': 18}",,,,,,,,spring,"{'sweet': 100.0, 'fruity': 74.453, 'powdery': 58.4747, 'citrus': 49.2657}"
Plumeria de Orris,Areej Le Doré,https://fimgs.net/mdimg/perfume/375x500.57832.jpg,for women and men,4.21,71,"powdery , floral , woody , iris , tropical , animalic , musky , lactonic , fruity , earthy ",strong,"['Frangipani', 'Apricot', 'Orris Root']","['Synthetic Civet', 'Sandalwood', 'Vanilla']","['Myrrh', 'Vetiver', 'Cedar']","{'very weak': 3, 'weak': 2, 'moderate': 7, 'long lasting': 10, 'eternal': 12}",,"{'female': 0, 'more female': 2, 'unisex': 4, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 1, 'ok': 2, 'good value': 3, 'great value': 0}",,,,,,,,spring,"{'powdery': 100.0, 'floral': 80.0559, 'woody': 75.0699, 'iris': 71.0615, 'tropical': 66.7598, 'animalic': 66.5642, 'musky': 66.0754, 'lactonic': 61.8715, 'fruity': 61.5782, 'earthy': 52.8771}"
HerStory Love Inspires,Avon,https://fimgs.net/mdimg/perfume/375x500.65850.jpg,for women,3.33,3,"white floral , amber , powdery , woody , iris , fruity , earthy , sweet , lactonic , animalic ",intimate,"['Jasmine', 'Apricot', 'Mandarin Orange']","['iris', 'Gardenia', 'Brandy']","['Amber', 'Vetiver', 'Praline']","{'very weak': 0, 'weak': 1, 'moderate': 1, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,fall,"{'white floral': 100.0, 'amber': 87.4, 'powdery': 67.8, 'woody': 62.2, 'iris': 58.0, 'fruity': 58.0, 'earthy': 58.0, 'sweet': 54.5, 'lactonic': 53.8, 'animalic': 51.0}"
Love and Tears,By Kilian,https://fimgs.net/mdimg/perfume/375x500.9951.jpg,for women and men,3.72,648,"white floral , green , yellow floral , citrus , fresh , floral ",moderate,"['Petitgrain', 'Bergamot', 'Galbanum', 'Lavender']","['Jasmine', 'Water Jasmine', 'Lily-of-the-Valley', 'Narcissus', 'Orange Blossom', 'Ylang-Ylang']","['Oakmoss', 'Cedar', 'Styrax']","{'very weak': 10, 'weak': 16, 'moderate': 45, 'long lasting': 50, 'eternal': 21}",,"{'female': 7, 'more female': 2, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 4, 'ok': 3, 'good value': 1, 'great value': 0}",,,,,,,,spring,"{'white floral': 100.0, 'green': 56.2161, 'yellow floral': 50.9331, 'citrus': 46.9771, 'fresh': 46.4733, 'floral': 44.1574}"
Antaeus,Chanel,https://fimgs.net/mdimg/perfume/375x500.616.jpg,for men,4.27,3856,"woody , aromatic , leather , amber , mossy , smoky , earthy , musky , rose , patchouli ",strong,"['Myrhh', 'Clary Sage', 'Coriander', 'Bergamot', 'Lime', 'Amalfi Lemon']","['Rose', 'Thyme', 'Basil', 'Jasmine']","['Castoreum', 'Oakmoss', 'Patchouli', 'French labdanum']","{'very weak': 64, 'weak': 73, 'moderate': 226, 'long lasting': 589, 'eternal': 529}",,"{'female': 1, 'more female': 1, 'unisex': 10, 'more male': 31, 'male': 131}","{'way overpriced': 6, 'overpriced': 44, 'ok': 74, 'good value': 33, 'great value': 8}",,,,,,,,winter,"{'woody': 100.0, 'aromatic': 98.5332, 'leather': 87.6032, 'amber': 80.1037, 'mossy': 75.6108, 'smoky': 74.4024, 'earthy': 73.8956, 'musky': 66.457, 'rose': 61.3818, 'patchouli': 59.9199}"
Fantasy,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.600.jpg,for women,3.93,9532,"sweet , fruity , tropical , fresh , chocolate ",strong,"['Kiwi', 'Red Litchi', 'Quince']","['White Chocolate', 'Cupcake', 'Orchid', 'Jasmine']","['Musk', 'Woodsy Notes', 'Orris Root']","{'very weak': 108, 'weak': 179, 'moderate': 695, 'long lasting': 1160, 'eternal': 509}",,"{'female': 194, 'more female': 20, 'unisex': 13, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 5, 'ok': 38, 'good value': 81, 'great value': 104}",,,,,,,,winter,"{'sweet': 100.0, 'fruity': 72.4026, 'tropical': 53.7009, 'fresh': 48.4673, 'chocolate': 44.9053}"
Olympéa Aqua Eau de Parfum Légère,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.48759.jpg,for women,3.93,455,"white floral , citrus , vanilla , salty , amber , floral , sweet , aldehydic , balsamic , marine ",moderate,"['Clementine', 'Lemon Blossom']","['Water Jasmine', 'Solar notes', 'Water Lily']","['Salt', 'Vanilla', 'Ambergris', 'Cashmere Wood']","{'very weak': 16, 'weak': 18, 'moderate': 75, 'long lasting': 77, 'eternal': 34}",,"{'female': 33, 'more female': 4, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 6, 'ok': 16, 'good value': 14, 'great value': 0}",,,,,,,,spring,"{'white floral': 100.0, 'citrus': 89.9406, 'vanilla': 78.8128, 'salty': 72.707, 'amber': 68.5221, 'floral': 63.1675, 'sweet': 58.2807, 'aldehydic': 55.5774, 'balsamic': 52.6922, 'marine': 51.3535}"
Emperor Extrait,Parfums Vintage,https://fimgs.net/mdimg/perfume/375x500.52968.jpg,for women and men,4.47,160,"fruity , sweet , fresh spicy , woody , aromatic , leather , citrus , smoky , musky , fresh ",strong,"['Pineapple', 'Juniper Berries', 'Apple']","['Bergamot', 'Jasmine', 'Rose']","['Birch', 'Musk', 'Ambergris', 'Patchouli', 'Vanilla']","{'very weak': 19, 'weak': 5, 'moderate': 17, 'long lasting': 44, 'eternal': 58}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 4, 'male': 25}","{'way overpriced': 2, 'overpriced': 1, 'ok': 19, 'good value': 9, 'great value': 0}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 80.6928, 'fresh spicy': 76.7124, 'woody': 75.7516, 'aromatic': 74.3791, 'leather': 72.0915, 'citrus': 71.5425, 'smoky': 63.6732, 'musky': 62.9412, 'fresh': 60.5621}"
Absolute Iris N°39,The Master Perfumer,https://fimgs.net/mdimg/perfume/375x500.36809.jpg,for women,3.88,49,"iris , powdery , earthy , patchouli , woody , violet , musky , warm spicy ",moderate,[],"['iris', 'Patchouli', 'Musk']",[],"{'very weak': 1, 'weak': 5, 'moderate': 15, 'long lasting': 5, 'eternal': 1}",,"{'female': 3, 'more female': 2, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 6}",,,,,,,,summer,"{'iris': 100.0, 'powdery': 83.6667, 'earthy': 75.9487, 'patchouli': 74.8718, 'woody': 70.9231, 'violet': 65.0, 'musky': 53.3333, 'warm spicy': 52.4359}"
Magie Noire Parfum,Lancome,https://fimgs.net/mdimg/perfume/375x500.33770.jpg,for women,4.51,668,"woody , green , amber , aromatic , earthy , warm spicy , balsamic , animalic , sweet , powdery ",enormous,"['Cassis', 'Cassia', 'Galbanum', 'Bulgarian Rose', 'Raspberry', 'Hyacinth', 'Bergamot']","['Honey', 'Narcissus', 'Orris Root', 'Cedar', 'Tuberose', 'Ylang-Ylang', 'Jasmine', 'Lily-of-the-Valley']","['Oakmoss', 'Myrrh', 'Incense', 'Civet', 'Spices', 'Patchouli', 'Ambergris', 'Sandalwood', 'Vetiver', 'Musk']","{'very weak': 4, 'weak': 3, 'moderate': 16, 'long lasting': 33, 'eternal': 102}",,"{'female': 11, 'more female': 2, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 10, 'good value': 3, 'great value': 2}",,,,,,,,spring,"{'woody': 100.0, 'green': 88.7417, 'amber': 86.4175, 'aromatic': 78.2555, 'earthy': 75.4887, 'warm spicy': 73.4136, 'balsamic': 68.3579, 'animalic': 64.1951, 'sweet': 62.4973, 'powdery': 61.7804}"
Rose Prana,Anima Vinci,https://fimgs.net/mdimg/perfume/375x500.45912.jpg,for women,4.17,18,"ozonic , rose , woody , aquatic , mossy , earthy , musky , floral , green , citrus ",moderate,"['Violet Leaf', 'Verbena', 'Pink Pepper']","['May Rose', 'Hedione']","['Oakmoss', 'White Musk', 'Woody Notes', 'Vetiver', 'Patchouli']","{'very weak': 0, 'weak': 2, 'moderate': 2, 'long lasting': 3, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,spring,"{'ozonic': 100.0, 'rose': 98.5263, 'woody': 94.1053, 'aquatic': 84.5263, 'mossy': 81.579, 'earthy': 80.8421, 'musky': 80.8421, 'floral': 73.4737, 'green': 69.7895, 'citrus': 56.8947}"
Flying,Maison Martin Margiela,https://fimgs.net/mdimg/perfume/375x500.41188.jpg,for women and men,3.49,208,"citrus , white floral , floral , ozonic , fresh spicy , aromatic , sweet , green , woody , fresh ",moderate,"['Orange Blossom', 'Bergamot', 'Petitgrain']","['Neroli Essence', 'Almond Blossom', 'Ylang-Ylang']","['Ozonic notes', 'Musk', 'Moss']","{'very weak': 11, 'weak': 9, 'moderate': 30, 'long lasting': 14, 'eternal': 4}",,"{'female': 0, 'more female': 3, 'unisex': 7, 'more male': 2, 'male': 0}","{'way overpriced': 0, 'overpriced': 4, 'ok': 3, 'good value': 2, 'great value': 0}",,,,,,,,summer,"{'citrus': 100.0, 'white floral': 82.8302, 'floral': 59.2151, 'ozonic': 59.0566, 'fresh spicy': 55.3585, 'aromatic': 51.8189, 'sweet': 51.2377, 'green': 49.3358, 'woody': 45.3472, 'fresh': 44.2642}"
Good Girl,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.39681.jpg,for women,3.77,6703,"white floral , warm spicy , sweet , vanilla , cacao , tuberose , amber , almond , woody , powdery ",moderate,"['Almond', 'Coffee', 'Bergamot', 'Lemon']","['Tuberose', 'Jasmine Sambac', 'Orris', 'Orange Blossom', 'Bulgarian Rose']","['Tonka Bean', 'Cacao', 'Vanilla', 'Praline', 'Sandalwood', 'Amber', 'Musk', 'Cashmere Wood', 'Patchouli', 'Cinnamon', 'Cedar']","{'very weak': 131, 'weak': 162, 'moderate': 624, 'long lasting': 969, 'eternal': 333}",,"{'female': 400, 'more female': 69, 'unisex': 23, 'more male': 3, 'male': 4}","{'way overpriced': 33, 'overpriced': 115, 'ok': 216, 'good value': 60, 'great value': 10}",,,,,,,,winter,"{'white floral': 100.0, 'warm spicy': 95.3577, 'sweet': 94.3164, 'vanilla': 87.9747, 'cacao': 75.3781, 'tuberose': 67.4378, 'amber': 66.9746, 'almond': 61.1344, 'woody': 60.3612, 'powdery': 55.7172}"
Prada L'Homme,Prada,https://fimgs.net/mdimg/perfume/375x500.39029.jpg,for men,4.36,4297,"powdery , iris , violet , woody , fresh spicy , earthy , amber , aromatic , warm spicy , floral ",moderate,"['Neroli', 'Black Pepper', 'Cardamom', 'Carrot Seeds']","['iris', 'Violet', 'Geranium', 'Mate']","['Amber', 'Cedar', 'Patchouli', 'Sandalwood']","{'very weak': 128, 'weak': 155, 'moderate': 745, 'long lasting': 1048, 'eternal': 187}",,"{'female': 6, 'more female': 3, 'unisex': 107, 'more male': 260, 'male': 147}","{'way overpriced': 13, 'overpriced': 49, 'ok': 252, 'good value': 135, 'great value': 28}",,,,,,,,spring,"{'powdery': 100.0, 'iris': 95.1217, 'violet': 85.3047, 'woody': 76.611, 'fresh spicy': 66.6965, 'earthy': 61.043, 'amber': 59.6134, 'aromatic': 58.1629, 'warm spicy': 57.4133, 'floral': 49.9728}"
Layton,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.39314.jpg,for women and men,4.47,3160,"warm spicy , vanilla , fresh spicy , woody , aromatic , fruity , powdery , lavender , fresh , citrus ",strong,"['Apple', 'Lavender', 'Mandarin Orange', 'Bergamot']","['Geranium', 'Violet', 'Jasmine']","['Vanilla', 'Cardamom', 'Sandalwood', 'Pepper', 'Patchouli', 'Guaiac Wood']","{'very weak': 79, 'weak': 93, 'moderate': 258, 'long lasting': 1030, 'eternal': 377}",,"{'female': 7, 'more female': 2, 'unisex': 85, 'more male': 250, 'male': 136}","{'way overpriced': 60, 'overpriced': 126, 'ok': 193, 'good value': 48, 'great value': 14}",,,,,,,,winter,"{'warm spicy': 100.0, 'vanilla': 84.83840000000001, 'fresh spicy': 81.7385, 'woody': 79.7865, 'aromatic': 77.4623, 'fruity': 72.9502, 'powdery': 65.6706, 'lavender': 59.8912, 'fresh': 57.4306, 'citrus': 53.1287}"
Versace Pour Homme Dylan Blue,Versace,https://fimgs.net/mdimg/perfume/375x500.40031.jpg,for men,4.03,4721,"amber , citrus , fresh spicy , musky , aquatic , warm spicy , woody , fresh , aromatic , smoky ",moderate,"['Calabrian bergamot', 'Grapefruit', 'Water Notes', 'Fig Leaf']","['Ambroxan', 'Patchouli', 'Black Pepper', 'Violet Leaf', 'Papyrus']","['Incense', 'Musk', 'Tonka Bean', 'Saffron']","{'very weak': 101, 'weak': 138, 'moderate': 776, 'long lasting': 1290, 'eternal': 154}",,"{'female': 3, 'more female': 2, 'unisex': 14, 'more male': 111, 'male': 413}","{'way overpriced': 4, 'overpriced': 31, 'ok': 136, 'good value': 270, 'great value': 77}",,,,,,,,spring and summer,"{'amber': 100.0, 'citrus': 90.5489, 'fresh spicy': 70.5592, 'musky': 69.1286, 'aquatic': 66.9743, 'warm spicy': 62.7015, 'woody': 54.3619, 'fresh': 50.7444, 'aromatic': 50.2093, 'smoky': 49.4854}"
Angel Muse,Mugler,https://fimgs.net/mdimg/perfume/375x500.36416.jpg,for women,4.11,5545,"woody , sweet , patchouli , nutty , earthy , warm spicy , aromatic , chocolate , balsamic , citrus ",strong,"['Pink Pepper', 'Grapefruit']",['Hazelnut cocoa spread'],"['Patchouli', 'Vetiver']","{'very weak': 94, 'weak': 109, 'moderate': 404, 'long lasting': 849, 'eternal': 402}",,"{'female': 169, 'more female': 98, 'unisex': 84, 'more male': 1, 'male': 1}","{'way overpriced': 9, 'overpriced': 32, 'ok': 158, 'good value': 90, 'great value': 22}",,,,,,,,summer,"{'woody': 100.0, 'sweet': 95.9669, 'patchouli': 86.6416, 'nutty': 83.3665, 'earthy': 72.8337, 'warm spicy': 58.3208, 'aromatic': 56.4482, 'chocolate': 51.7165, 'balsamic': 46.9925, 'citrus': 44.7635}"
Grand Soir,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.40816.jpg,for women and men,4.39,2838,"amber , vanilla ",moderate,[],"['Amber', 'Siam Benzoin', 'Vanilla', 'Tonka Bean', 'Spanish Labdanum']",[],"{'very weak': 68, 'weak': 72, 'moderate': 158, 'long lasting': 424, 'eternal': 571}",,"{'female': 16, 'more female': 19, 'unisex': 227, 'more male': 101, 'male': 35}","{'way overpriced': 48, 'overpriced': 86, 'ok': 134, 'good value': 52, 'great value': 12}",,,,,,,,winter,"{'amber': 100.0, 'vanilla': 69.2184}"
Narciso Poudree,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.36679.jpg,for women,4.09,4731,"white floral , woody , musky , aromatic , powdery , sweet , rose , vanilla , balsamic , warm spicy ",moderate,"['Jasmine', 'Bulgarian Rose', 'Orange Blossom']",['Musk'],"['Coumarin', 'Cedar', 'Vetiver', 'Patchouli']","{'very weak': 83, 'weak': 126, 'moderate': 450, 'long lasting': 592, 'eternal': 233}",,"{'female': 208, 'more female': 19, 'unisex': 8, 'more male': 1, 'male': 2}","{'way overpriced': 3, 'overpriced': 36, 'ok': 120, 'good value': 47, 'great value': 11}",,,,,,,,winter,"{'white floral': 100.0, 'woody': 98.8069, 'musky': 97.6377, 'aromatic': 72.5882, 'powdery': 68.2059, 'sweet': 65.7723, 'rose': 60.7576, 'vanilla': 59.3933, 'balsamic': 55.199, 'warm spicy': 51.6966}"
Knize Ten,Knize,https://fimgs.net/mdimg/perfume/375x500.7913.jpg,for men,4.22,902,"leather , woody , animalic , warm spicy , aromatic , smoky , fresh spicy , powdery , citrus , musky ",strong,"['Geranium', 'Rosemary', 'Bergamot', 'Orange', 'Petitgrain', 'Amalfi Lemon']","['Carnation', 'Patchouli', 'Sandalwood', 'Orris', 'tincture of rose', 'Virginia Cedar', 'Cinnamon', 'Orange Blossom']","['Leather', 'Castoreum', 'oak moss', 'Amber', 'Musk', 'Vanilla']","{'very weak': 19, 'weak': 16, 'moderate': 53, 'long lasting': 132, 'eternal': 65}",,"{'female': 0, 'more female': 0, 'unisex': 6, 'more male': 14, 'male': 11}","{'way overpriced': 0, 'overpriced': 2, 'ok': 12, 'good value': 9, 'great value': 3}",,,,,,,,fall,"{'leather': 100.0, 'woody': 81.6293, 'animalic': 66.6779, 'warm spicy': 65.8188, 'aromatic': 64.7002, 'smoky': 63.2817, 'fresh spicy': 56.4778, 'powdery': 56.201, 'citrus': 56.0165, 'musky': 54.5461}"
Les Exclusifs de Chanel Bel Respiro,Chanel,https://fimgs.net/mdimg/perfume/375x500.7141.jpg,for women,4.1,651,"green , fresh , leather , floral ",intimate,[],"['Green Notes', 'Grass', 'Leather', 'Flowers']",[],"{'very weak': 29, 'weak': 34, 'moderate': 65, 'long lasting': 20, 'eternal': 9}",,"{'female': 2, 'more female': 3, 'unisex': 6, 'more male': 1, 'male': 0}","{'way overpriced': 4, 'overpriced': 2, 'ok': 3, 'good value': 0, 'great value': 0}",,,,,,,,spring,"{'green': 100.0, 'fresh': 52.1947, 'leather': 50.372, 'floral': 49.1466}"
Eau de Fleurs de Cedrat,Guerlain,https://fimgs.net/mdimg/perfume/375x500.5398.jpg,for women and men,4.31,297,"citrus , aromatic ",intimate,[],"['Lemon', 'Bergamot', 'Citron']",[],"{'very weak': 66, 'weak': 16, 'moderate': 12, 'long lasting': 7, 'eternal': 3}",,"{'female': 0, 'more female': 0, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 1, 'ok': 2, 'good value': 2, 'great value': 0}",,,,,,,,summer,"{'citrus': 100.0, 'aromatic': 48.6304}"
Lily of the Valley,Yardley,https://fimgs.net/mdimg/perfume/375x500.9012.jpg,for women,3.87,244,"white floral , green , fresh ",moderate,[],"['Lily-of-the-Valley', 'Green Notes', 'Jasmine', 'Gardenia', 'Geranium', 'Magnolia']",[],"{'very weak': 12, 'weak': 18, 'moderate': 19, 'long lasting': 4, 'eternal': 4}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,spring,"{'white floral': 100.0, 'green': 76.2339, 'fresh': 55.629}"
Ellada,Severnoye Siyanie,https://fimgs.net/mdimg/perfume/375x500.35852.jpg,for women,4.43,23,"woody , aromatic , marine , white floral , sand , musky , amber , powdery ",moderate,[],[],[],"{'very weak': 0, 'weak': 2, 'moderate': 1, 'long lasting': 2, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}",,,,,,,,fall,{}
Lysval,Girard,https://fimgs.net/mdimg/perfume/375x500.7669.jpg,for women,3.37,52,"floral , white floral , iris , woody , powdery , rose , yellow floral , aquatic , amber , sweet ",moderate,"['Jasmine', 'tincture of rose', 'Ylang-Ylang', 'African Orange flower']","['iris', 'Sandalwood', 'Benzoin', 'Orris']","['Water Hyacinth', 'Freesia', 'Lily-of-the-Valley']","{'very weak': 1, 'weak': 0, 'moderate': 3, 'long lasting': 2, 'eternal': 1}",,"{'female': 1, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}",,,,,,,,winter,"{'floral': 100.0, 'white floral': 90.6558, 'iris': 72.623, 'woody': 68.6885, 'powdery': 65.4098, 'rose': 60.0, 'yellow floral': 56.2295, 'aquatic': 50.4918, 'amber': 48.0328, 'sweet': 48.0328}"
Eva,Lubin,https://fimgs.net/mdimg/perfume/375x500.40460.jpg,for women,5,2,"leather , animalic , smoky ",moderate,[],[],[],"{'very weak': 1, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 3}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}",,,,,,,,summer,{}
Novaya Zarya,Nouvelle Etoile – Новая Заря,https://fimgs.net/mdimg/perfume/375x500.56483.jpg,for women,3,2,"white floral , yellow floral , citrus , floral , fresh , sweet , woody , green , aromatic , soapy ",enormous,"['Orange Blossom', 'Lilac', 'Aldehydes', 'Jasmine']","['Neroli', 'Ylang-Ylang']","['Vetiver', 'Benzoin', 'Musk']","{'very weak': 0, 'weak': 0, 'moderate': 1, 'long lasting': 1, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,winter,"{'white floral': 100.0, 'yellow floral': 73.75, 'citrus': 73.75, 'floral': 72.875, 'fresh': 70.25, 'sweet': 65.875, 'woody': 60.8, 'green': 51.875, 'aromatic': 50.125, 'soapy': 49.25}"
Sweet Pea Душистый горошек,Nouvelle Etoile – Новая Заря,https://fimgs.net/mdimg/perfume/375x500.61275.jpg,for women,4,1,"fresh , green , floral , powdery , aldehydic , musky , white floral , rose , amber , violet ",moderate,"['Aldehydes', 'Lily-of-the-Valley', 'Lilac']","['Green Notes', 'Rose', 'Violet']","['Musk', 'Amber']","{'very weak': 0, 'weak': 1, 'moderate': 1, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 1, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 2}",,,,,,,,winter,"{'fresh': 100.0, 'green': 94.9091, 'floral': 89.1818, 'powdery': 70.7273, 'aldehydic': 68.1818, 'musky': 68.1818, 'white floral': 68.1818, 'rose': 57.3636, 'amber': 55.4545, 'violet': 55.4545}"
Eau perlee,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5298.jpg,for women,4,1,"woody , powdery , aldehydic , fresh , iris , earthy , white floral , citrus , musky , yellow floral ",intimate,"['Mandarin Orange', 'Petitgrain', 'Violet', 'Amalfi Lemon']","['Jasmine', 'Woodsy Notes', 'African Orange flower', 'Caramel']","['Musk', 'Patchouli']","{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,Eau perlee
Eau de Cologne L'Originale,Mont St Michel,https://fimgs.net/mdimg/perfume/375x500.41491.jpg,for women and men,4.33,3,"citrus , woody , amber , rose , white floral , powdery , floral , fresh spicy ",intimate,[],"['Bergamot', 'Bitter Orange', 'Rose', 'Jasmine', 'Sandalwood', 'Amber']",[],"{'very weak': 1, 'weak': 1, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,"{'citrus': 100.0, 'woody': 69.2683, 'amber': 64.1463, 'rose': 64.1463, 'white floral': 64.1463, 'powdery': 55.6097, 'floral': 52.1951, 'fresh spicy': 50.4878}"
Eau givree,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5299.jpg,for men,4,1,"citrus , aromatic , woody , lavender , marine , fresh spicy , powdery , warm spicy , salty ",enormous,"['Amalfi Lemon', 'Bergamot']","['Sea water', 'Lavender']","['Sandalwood', 'Patchouli', 'Virginia Cedar']","{'very weak': 0, 'weak': 0, 'moderate': 2, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,"{'citrus': 100.0, 'aromatic': 97.2, 'woody': 83.2, 'lavender': 72.0, 'marine': 72.0, 'fresh spicy': 56.6, 'powdery': 49.6, 'warm spicy': 48.2, 'salty': 46.8}"
Eau nacree,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5297.jpg,for women,4,2,"white floral , tuberose , green , aquatic , woody , fresh , floral ",intimate,"['Water Notes', 'Galbanum']","['Lily', 'Jasmine', 'Tuberose', 'Rose', 'Cyclamen', 'Pepper']","['Virginia Cedar', 'Vanilla']","{'very weak': 1, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,"{'white floral': 100.0, 'tuberose': 55.0, 'green': 54.1667, 'aquatic': 48.3333, 'woody': 46.6667, 'fresh': 45.0, 'floral': 44.1667}"
